matched_tickers,week,vader_score_avg,ticker_x,industry,eigen centrality,betweeness centrality,weighted degree,spillover_eigen,spillover_betweenness,spillover_degree,ticker_y,predict_for_week,price change (%),composite_alpha,pos_sentiment,neg_sentiment,target_label
SPCE,2,0.6102624999999999,SPCE,Fin,1.0,2.38157,624220,0.3440844266017896,0.34997336298594933,0.3589440356326033,SPCE,2,-2.27979,1.663264325220342,0.6102624999999999,0.0,0
PENN,1,0.0493979166666666,PENN,Fun,1.0,2.38157,1143050,0.21887645306177345,0.21887651654785148,0.21671546564391592,PENN,1,6.227803,0.7038663519202075,0.0493979166666666,0.0,1
AAL,1,0.0387,AAL,Trans,1.0,2.38157,1851985,0.035954126977098363,-0.03578480856485511,-0.008996568344959646,AAL,1,7.578679,0.029872750067283606,0.0387,0.0,1
PENN,2,0.3228199275362319,PENN,Fun,1.0,2.38157,1143050,0.2716432890867803,0.2716433678781112,0.2635286738689559,PENN,2,-5.59345,1.1296352583700793,0.3228199275362319,0.0,0
PLUG,2,0.296,PLUG,ElcEq,1.0,2.38157,660713,0.0,0.0,0.0,PLUG,2,2.56881,0.296,0.296,0.0,1
PTON,0,0.7332846153846153,PTON,Unclassified,0.987352,1.704252,856543,0.1598832065892917,0.15988321689481055,0.22674376681500316,PTON,0,-6.252771,1.2797948056837207,0.7332846153846153,0.0,0
SNAP,2,0.0,SNAP,BusSv,1.0,2.38157,1490797,0.26335185610309475,0.263351869991527,0.28680699193443354,SNAP,2,-2.317881,0.8135107180290553,0.0,0.0,0
SNAP,1,0.27078,SNAP,BusSv,1.0,2.38157,1490797,0.20926574687721497,0.20926575791329874,0.22947326540524188,SNAP,1,21.703854,0.9187847701957557,0.27078,0.0,1
SPCE,1,-0.2505374999999999,SPCE,Fin,1.0,2.38157,624220,-0.09070896892268901,-0.10676550741475141,-0.12018373493461107,SPCE,1,28.125007,-0.5681957112720515,0.0,-0.2505374999999999,1
TLRY,2,0.0903,TLRY,Unclassified,1.0,2.38157,634142,0.3280368364661835,0.3320928596578169,0.3900383289921346,TLRY,2,50.704237,1.140468025116135,0.0903,0.0,1
TLRY,0,-0.2202,TLRY,Unclassified,1.0,2.38157,634142,0.26516807014880384,0.25057224834868647,0.2666430286496688,TLRY,0,-2.075474,0.5621833471471591,0.0,-0.2202,0
TSLA,1,0.3227221794871794,TSLA,Unclassified,1.0,2.38157,8705176,0.32119802520669966,0.3195941242395415,0.2992451048324906,TSLA,1,12.907007,1.2627594337659112,0.3227221794871794,0.0,1
XOM,2,0.5654333333333333,XOM,Oil,1.0,2.38157,1028056,0.28145874631903134,0.28145890959569203,0.2814590277774421,XOM,2,4.105573,1.4098100170254988,0.5654333333333333,0.0,1
